Date,Medication,sales person,Category,units_sold,Amount ($),Branch ID,Payment Method,Branch Name,Chicago District/Neighborhood,Population,Total Healthcare Centers,Median Income ($)
2022-09-19 0:00,ClearPath Health,Grace Mitchell,Eye Drops,9,158.5,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-09-19 0:00,Digehealth 30/5 mg,Michael Carter,Digestive Enzyme,13,201.54,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-09-20 0:00,Relivion 500 mg,Daniel Hayes,Pain Relief Tablets,5,76.82,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-09-20 0:00,Wellora 10 mg,Olivia Grant,Allergy Pills,3,47.46,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-09-20 0:00,Nisacure 0.9% 200ml,Grace Mitchell,Nasal Spray,11,189.27,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-09-20 0:00,ClearPath Health,Michael Carter,Eye Drops,9,139.79,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-09-21 0:00,Healix 120 ml,Grace Mitchell,Cough Syrup,7,102.59,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-09-21 0:00,Healix 120 ml,Michael Carter,Cough Syrup,11,186.85,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-09-21 0:00,VitalCure 3% 30 gm,Daniel Hayes,Antiseptic Cream,6,107.88,BR-06,Insurance,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-09-21 0:00,ClearPath Health,Daniel Hayes,Eye Drops,8,134.29,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-09-21 0:00,VitalCure 3% 30 gm,Michael Carter,Antiseptic Cream,8,147.53,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-09-21 0:00,Relivion 500 mg,Olivia Grant,Pain Relief Tablets,11,155.82,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-09-21 0:00,VitalCure 3% 30 gm,Olivia Grant,Antiseptic Cream,2,33.61,BR-06,Credit Card,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-09-21 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,4,72.17,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-09-21 0:00,VitalCure 3% 30 gm,Grace Mitchell,Antiseptic Cream,6,92.8,BR-06,Insurance,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-09-21 0:00,Healix 120 ml,Daniel Hayes,Cough Syrup,11,162.86,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-09-21 0:00,VitalCure 3% 30 gm,Emily Harper,Antiseptic Cream,6,101.72,BR-05,Insurance,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-09-22 0:00,Digehealth 30/5 mg,Daniel Hayes,Digestive Enzyme,3,54.12,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-09-22 0:00,Healix 120 ml,Daniel Hayes,Cough Syrup,10,160.98,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-09-22 0:00,Wellora 10 mg,Sophia Brooks,Allergy Pills,6,93.45,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-09-22 0:00,Digehealth 30/5 mg,Ethan Ross,Digestive Enzyme,2,36.28,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-09-22 0:00,Wellora 10 mg,Grace Mitchell,Allergy Pills,2,32.29,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-09-22 0:00,Healix 120 ml,Ethan Ross,Cough Syrup,17,279.28,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-09-22 0:00,Nisacure 0.9% 200ml,Ethan Ross,Nasal Spray,15,249.32,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-09-22 0:00,Nisacure 0.9% 200ml,Sophia Brooks,Nasal Spray,9,167.23,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-09-22 0:00,ClearPath Health,Emily Harper,Eye Drops,3,56.05,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-09-23 0:00,ClearPath Health,Olivia Grant,Eye Drops,11,173.24,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-09-23 0:00,Wellora 10 mg,Daniel Hayes,Allergy Pills,11,185.1,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-09-23 0:00,ClearPath Health,Olivia Grant,Eye Drops,9,143.72,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-09-23 0:00,ClearPath Health,Ethan Ross,Eye Drops,2,29.17,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-09-23 0:00,Wellora 10 mg,Sophia Brooks,Allergy Pills,7,114.77,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-09-23 0:00,ClearPath Health,Olivia Grant,Eye Drops,11,186.23,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-09-23 0:00,VitalCure 3% 30 gm,Olivia Grant,Antiseptic Cream,3,50.54,BR-06,Credit Card,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-09-24 0:00,Digehealth 30/5 mg,Michael Carter,Digestive Enzyme,5,84.64,BR-07,Insurance,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-09-24 0:00,Digehealth 30/5 mg,Michael Carter,Digestive Enzyme,12,184.22,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-09-25 0:00,Wellora 10 mg,Emily Harper,Allergy Pills,7,107.46,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-09-25 0:00,Digehealth 30/5 mg,Emily Harper,Digestive Enzyme,8,155.9,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-09-25 0:00,Healix 120 ml,Grace Mitchell,Cough Syrup,4,59.21,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-09-26 0:00,Wellora 10 mg,Olivia Grant,Allergy Pills,3,53.62,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-09-26 0:00,Healix 120 ml,Olivia Grant,Cough Syrup,7,120.89,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-09-26 0:00,VitalCure 3% 30 gm,Ethan Ross,Antiseptic Cream,10,173.93,BR-06,Insurance,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-09-26 0:00,VitalCure 3% 30 gm,Daniel Hayes,Antiseptic Cream,1,16.47,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-09-26 0:00,ClearPath Health,Emily Harper,Eye Drops,11,177.54,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-09-27 0:00,Relivion 500 mg,Daniel Hayes,Pain Relief Tablets,3,54.58,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-09-27 0:00,Nisacure 0.9% 200ml,Ethan Ross,Nasal Spray,6,96.5,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-09-27 0:00,Wellora 10 mg,Daniel Hayes,Allergy Pills,10,143.24,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-09-27 0:00,Wellora 10 mg,Grace Mitchell,Allergy Pills,8,128.46,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-09-27 0:00,Healix 120 ml,Sophia Brooks,Cough Syrup,12,187.6,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-09-27 0:00,Wellora 10 mg,Sophia Brooks,Allergy Pills,8,136.08,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-09-28 0:00,VitalCure 3% 30 gm,Emily Harper,Antiseptic Cream,10,163.95,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-09-28 0:00,Relivion 500 mg,Olivia Grant,Pain Relief Tablets,11,196.49,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-09-28 0:00,Nisacure 0.9% 200ml,Michael Carter,Nasal Spray,15,249.19,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-09-28 0:00,Relivion 500 mg,Sophia Brooks,Pain Relief Tablets,11,200.22,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-09-28 0:00,Digehealth 30/5 mg,Olivia Grant,Digestive Enzyme,3,58.21,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-09-28 0:00,Nisacure 0.9% 200ml,Emily Harper,Nasal Spray,11,179.89,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-09-28 0:00,ClearPath Health,Daniel Hayes,Eye Drops,19,319.66,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-09-28 0:00,Relivion 500 mg,Grace Mitchell,Pain Relief Tablets,8,154.08,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-09-28 0:00,Relivion 500 mg,Grace Mitchell,Pain Relief Tablets,7,140.93,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-09-28 0:00,Digehealth 30/5 mg,Emily Harper,Digestive Enzyme,15,253.98,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-09-28 0:00,Digehealth 30/5 mg,Sophia Brooks,Digestive Enzyme,5,88.78,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-09-28 0:00,Wellora 10 mg,Sophia Brooks,Allergy Pills,5,85.39,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-09-29 0:00,ClearPath Health,Ethan Ross,Eye Drops,6,115.88,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-09-29 0:00,Wellora 10 mg,Michael Carter,Allergy Pills,18,287.63,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-09-29 0:00,ClearPath Health,Michael Carter,Eye Drops,11,173.33,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-09-29 0:00,Nisacure 0.9% 200ml,Emily Harper,Nasal Spray,14,224.92,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-09-29 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,4,62.62,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-09-29 0:00,Digehealth 30/5 mg,Sophia Brooks,Digestive Enzyme,5,84.57,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-09-30 0:00,ClearPath Health,Grace Mitchell,Eye Drops,6,98.56,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-09-30 0:00,Wellora 10 mg,Olivia Grant,Allergy Pills,9,132.65,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-09-30 0:00,Wellora 10 mg,Michael Carter,Allergy Pills,4,72.78,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-09-30 0:00,Relivion 500 mg,Sophia Brooks,Pain Relief Tablets,4,66.43,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-09-30 0:00,VitalCure 3% 30 gm,Emily Harper,Antiseptic Cream,12,222.03,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-09-30 0:00,VitalCure 3% 30 gm,Emily Harper,Antiseptic Cream,5,92.65,BR-05,Insurance,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-09-30 0:00,Healix 120 ml,Grace Mitchell,Cough Syrup,10,164.96,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-09-30 0:00,Wellora 10 mg,Ethan Ross,Allergy Pills,8,132.5,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-10-01 0:00,Wellora 10 mg,Olivia Grant,Allergy Pills,12,193.23,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-10-01 0:00,Relivion 500 mg,Sophia Brooks,Pain Relief Tablets,3,55.33,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-10-01 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,3,48.75,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-10-01 0:00,ClearPath Health,Ethan Ross,Eye Drops,10,150.2,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-10-02 0:00,ClearPath Health,Michael Carter,Eye Drops,4,58.92,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-10-02 0:00,Healix 120 ml,Olivia Grant,Cough Syrup,3,46.34,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-10-02 0:00,Relivion 500 mg,Olivia Grant,Pain Relief Tablets,3,62.9,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-10-02 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,7,106.3,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-10-02 0:00,Wellora 10 mg,Ethan Ross,Allergy Pills,16,271.83,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-10-02 0:00,Nisacure 0.9% 200ml,Grace Mitchell,Nasal Spray,3,48.98,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-10-03 0:00,Healix 120 ml,Daniel Hayes,Cough Syrup,7,110.33,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-10-03 0:00,VitalCure 3% 30 gm,Olivia Grant,Antiseptic Cream,2,31.41,BR-07,Credit Card,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-10-03 0:00,Nisacure 0.9% 200ml,Michael Carter,Nasal Spray,7,116.43,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-10-03 0:00,Healix 120 ml,Sophia Brooks,Cough Syrup,3,50.72,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-10-03 0:00,Nisacure 0.9% 200ml,Emily Harper,Nasal Spray,6,98.19,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-10-03 0:00,ClearPath Health,Ethan Ross,Eye Drops,12,206.97,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-10-03 0:00,ClearPath Health,Olivia Grant,Eye Drops,7,109.94,BR-05,Insurance,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-10-03 0:00,Wellora 10 mg,Daniel Hayes,Allergy Pills,7,115.32,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-10-03 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,7,122.67,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-10-04 0:00,Healix 120 ml,Grace Mitchell,Cough Syrup,7,128.82,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-10-04 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,1,15.99,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-10-04 0:00,Wellora 10 mg,Emily Harper,Allergy Pills,4,50.94,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-10-04 0:00,Nisacure 0.9% 200ml,Olivia Grant,Nasal Spray,12,192.42,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-10-04 0:00,Digehealth 30/5 mg,Ethan Ross,Digestive Enzyme,7,132.48,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-10-05 0:00,Digehealth 30/5 mg,Sophia Brooks,Digestive Enzyme,4,62.8,BR-06,Insurance,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-10-05 0:00,Wellora 10 mg,Olivia Grant,Allergy Pills,12,216.84,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-10-05 0:00,Wellora 10 mg,Michael Carter,Allergy Pills,7,125.56,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-10-05 0:00,Digehealth 30/5 mg,Daniel Hayes,Digestive Enzyme,4,75.19,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-10-05 0:00,VitalCure 3% 30 gm,Michael Carter,Antiseptic Cream,1,15.65,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-10-05 0:00,Healix 120 ml,Daniel Hayes,Cough Syrup,17,262.68,BR-07,Credit Card,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-10-06 0:00,Digehealth 30/5 mg,Sophia Brooks,Digestive Enzyme,12,226.5,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-10-06 0:00,ClearPath Health,Sophia Brooks,Eye Drops,13,225.25,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-10-06 0:00,ClearPath Health,Emily Harper,Eye Drops,6,91.88,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-10-06 0:00,ClearPath Health,Grace Mitchell,Eye Drops,1,14.85,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-10-06 0:00,Digehealth 30/5 mg,Emily Harper,Digestive Enzyme,11,193.25,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-10-06 0:00,ClearPath Health,Michael Carter,Eye Drops,7,119.83,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-10-07 0:00,Wellora 10 mg,Ethan Ross,Allergy Pills,11,169.86,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-10-07 0:00,ClearPath Health,Emily Harper,Eye Drops,11,167.87,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-10-07 0:00,Healix 120 ml,Michael Carter,Cough Syrup,4,61.44,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-10-07 0:00,Digehealth 30/5 mg,Grace Mitchell,Digestive Enzyme,10,171.2,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-10-07 0:00,VitalCure 3% 30 gm,Olivia Grant,Antiseptic Cream,8,113.3,BR-07,Credit Card,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-10-07 0:00,Wellora 10 mg,Grace Mitchell,Allergy Pills,6,81.61,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-10-07 0:00,Digehealth 30/5 mg,Daniel Hayes,Digestive Enzyme,9,169.69,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-10-07 0:00,Wellora 10 mg,Ethan Ross,Allergy Pills,5,79.05,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-10-07 0:00,VitalCure 3% 30 gm,Olivia Grant,Antiseptic Cream,15,229.73,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-10-07 0:00,VitalCure 3% 30 gm,Michael Carter,Antiseptic Cream,1,16.92,BR-07,Insurance,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-10-08 0:00,Healix 120 ml,Grace Mitchell,Cough Syrup,1,16.47,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-10-08 0:00,Wellora 10 mg,Olivia Grant,Allergy Pills,9,148.6,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-10-08 0:00,Relivion 500 mg,Michael Carter,Pain Relief Tablets,11,200.12,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-10-08 0:00,Digehealth 30/5 mg,Daniel Hayes,Digestive Enzyme,8,140.16,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-10-08 0:00,Wellora 10 mg,Grace Mitchell,Allergy Pills,9,157.33,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-10-08 0:00,Wellora 10 mg,Daniel Hayes,Allergy Pills,9,151.89,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-10-08 0:00,Digehealth 30/5 mg,Ethan Ross,Digestive Enzyme,1,19,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-10-08 0:00,ClearPath Health,Sophia Brooks,Eye Drops,12,215.35,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-10-09 0:00,Wellora 10 mg,Daniel Hayes,Allergy Pills,8,118.77,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-10-09 0:00,VitalCure 3% 30 gm,Olivia Grant,Antiseptic Cream,20,305.02,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-10-09 0:00,Wellora 10 mg,Olivia Grant,Allergy Pills,10,163.24,BR-06,Credit Card,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-10-09 0:00,ClearPath Health,Michael Carter,Eye Drops,11,199.56,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-10-09 0:00,Nisacure 0.9% 200ml,Grace Mitchell,Nasal Spray,7,112.88,BR-07,Credit Card,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-10-09 0:00,Nisacure 0.9% 200ml,Grace Mitchell,Nasal Spray,10,164.28,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-10-09 0:00,ClearPath Health,Sophia Brooks,Eye Drops,9,161.84,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-10-09 0:00,VitalCure 3% 30 gm,Grace Mitchell,Antiseptic Cream,11,205.07,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-10-09 0:00,Nisacure 0.9% 200ml,Daniel Hayes,Nasal Spray,5,92.13,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-10-09 0:00,Relivion 500 mg,Daniel Hayes,Pain Relief Tablets,20,353.51,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-10-09 0:00,Relivion 500 mg,Michael Carter,Pain Relief Tablets,5,90.3,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-10-10 0:00,ClearPath Health,Michael Carter,Eye Drops,5,73.2,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-10-10 0:00,Relivion 500 mg,Grace Mitchell,Pain Relief Tablets,16,269.98,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-10-10 0:00,Digehealth 30/5 mg,Daniel Hayes,Digestive Enzyme,15,283.74,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-10-10 0:00,Digehealth 30/5 mg,Grace Mitchell,Digestive Enzyme,12,215.37,BR-07,Credit Card,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-10-10 0:00,ClearPath Health,Olivia Grant,Eye Drops,8,132.16,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-10-10 0:00,VitalCure 3% 30 gm,Michael Carter,Antiseptic Cream,7,114.92,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-10-10 0:00,VitalCure 3% 30 gm,Michael Carter,Antiseptic Cream,9,134.6,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-10-10 0:00,Relivion 500 mg,Grace Mitchell,Pain Relief Tablets,11,174.96,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-10-10 0:00,Healix 120 ml,Sophia Brooks,Cough Syrup,1,15.1,BR-05,Insurance,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-10-10 0:00,VitalCure 3% 30 gm,Daniel Hayes,Antiseptic Cream,6,101.22,BR-05,Insurance,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-10-10 0:00,ClearPath Health,Daniel Hayes,Eye Drops,4,56.62,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-10-10 0:00,ClearPath Health,Emily Harper,Eye Drops,7,115.59,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-10-10 0:00,Relivion 500 mg,Grace Mitchell,Pain Relief Tablets,9,155.33,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-10-10 0:00,Digehealth 30/5 mg,Olivia Grant,Digestive Enzyme,7,118.95,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-10-10 0:00,Relivion 500 mg,Grace Mitchell,Pain Relief Tablets,16,259.99,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-10-11 0:00,Digehealth 30/5 mg,Grace Mitchell,Digestive Enzyme,3,48.42,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-10-11 0:00,Nisacure 0.9% 200ml,Sophia Brooks,Nasal Spray,20,310.08,BR-05,Insurance,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-10-11 0:00,ClearPath Health,Daniel Hayes,Eye Drops,17,306.17,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-10-11 0:00,Relivion 500 mg,Daniel Hayes,Pain Relief Tablets,1,17.62,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-10-11 0:00,ClearPath Health,Sophia Brooks,Eye Drops,13,210.1,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-10-11 0:00,Relivion 500 mg,Grace Mitchell,Pain Relief Tablets,7,114.43,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-10-12 0:00,VitalCure 3% 30 gm,Daniel Hayes,Antiseptic Cream,11,185.06,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-10-12 0:00,Nisacure 0.9% 200ml,Michael Carter,Nasal Spray,1,17.16,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-10-12 0:00,Digehealth 30/5 mg,Olivia Grant,Digestive Enzyme,5,93.25,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-10-12 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,6,104.43,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-10-13 0:00,Nisacure 0.9% 200ml,Ethan Ross,Nasal Spray,7,101.16,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-10-13 0:00,Healix 120 ml,Michael Carter,Cough Syrup,1,14.41,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-10-13 0:00,Wellora 10 mg,Olivia Grant,Allergy Pills,6,100.08,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-10-13 0:00,Healix 120 ml,Sophia Brooks,Cough Syrup,9,142.68,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-10-13 0:00,VitalCure 3% 30 gm,Olivia Grant,Antiseptic Cream,12,208.41,BR-06,Insurance,Skinhealth Pharmacy,Gold Coast,18000,5,121300
